Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	Difference (Difference between any and any above 1)	0	0.625	1.25	2.5	5	10	20	40
Cilp2	8	69880369	69887687	-	null					Not found	0	1.0047712	0.2376269	0.5794072	0.5731871	0.9362702	1.0533588	1.2423981	1.2026851	0.9427086
Pde4c	8	70723720	70751186	+	null					Not found	0	1.0765256	0.8310017	1.114739	0.6886644	0.8538081	0.15192267	0.437949	1.2284483	0.75006354
Hhip	8	79965851	80058006	-	null					Not found	0	1.9354442	2.6855078	2.1002395	1.6606499	1.6923447	1.4683963	1.3650174	1.2026851	0.75006354
2210011C24Rik	8	84010222	84012171	-	null					Not found	0	1.8224382	1.2751017	0.8107327	0.77830154	0.11684254	-0.29059556	-0.219945	-0.5473366	-0.4723289
Mast1	8	84911903	84937359	-	null					Not found	0	1.010407	2.1051767	2.0331252	1.5530092	1.5941643	1.4574252	1.5073704	1.0947697	1.581309
Zfp423	8	87661810	87959595	-	null					Not found	0	3.4645984	0.18609671	1.8284347	2.151455	3.0406067	3.345843	3.468111	3.4553933	3.650695
Adgrg5	8	94923694	94943280	+	null					Not found	0	1.4797512	2.7221494	2.6557581	2.096749	1.8622696	1.2819831	1.2423981	1.278634	1.4490612
Adgrg1	8	94974751	95014217	+	null					Not found	0	1.8594384	3.0009267	2.990519	2.5781877	2.3392348	2.038712	1.4480731	1.5375524	1.1414883
Kifc3	8	95099828	95202812	-	null					Not found	0	1.0553551	2.8351896	3.4308846	3.4774036	3.7344358	3.652821	3.8195834	3.8027322	3.8905447
D230025D16Rik	8	105225145	105253053	+	null					Not found	0	1.2034683	6.658289	6.259601	5.957371	5.7012157	5.6695547	5.5747595	5.5220113	5.4548206
Tradd	8	105258286	105264609	-	null					Not found	0	1.1074898	1.7176198	1.3288637	1.3690464	1.1448568	1.3066453	0.61013	1.3151598	1.4374732
Exoc3l	8	105289924	105296101	-	null					Not found	0	3.0351834	1.6526645	2.6001658	3.1037018	3.775334	3.9397023	4.4174848	4.5731764	4.687848
Tppp3	8	105467493	105471526	-	null					Not found	0	1.1173801	1.3820168	1.2257702	0.92682403	0.8538081	0.7990416	0.6975928	0.7301974	0.26463658
Has3	8	106870242	106884566	+	null					Not found	0	1.1939137	1.8310016	1.1433079	0.8789955	0.9522118	0.6528209	0.7311454	0.63708794	0.8583164
Plcg2	8	117498291	117635142	+	null					Not found	0	1.2185483	6.032271	5.673619	5.304129	5.1247764	4.987199	4.8137226	4.8971133	4.8375263
1190005I06Rik	8	120608602	120647632	-	null					Not found	0	1.3571694	0.1596244	0.3037728	0.812653	0.98357594	0.8669457	1.1585666	1.5167937	1.1271331
Snai3	8	122454208	122460733	-	null					Not found	0	4.9447885	-3.0103004	-0.77422976	-0.27480978	0.059126906	1.0822138	1.5643263	1.5272102	1.934488
Tubb3	8	123411424	123422015	+	null					Not found	0	1.3017173	6.581845	6.057254	5.851378	5.594799	5.4232974	5.409088	5.366822	5.2801275
Kcnk1	8	125995170	126030685	+	null					Not found	0	1.0163673	1.5945616	1.1988032	0.92682403	1.2773072	0.91585535	0.8580575	0.57819426	0.75006354
Endod1	9	14353990	14381507	-	null					Not found	0	1.0401692	1.8885527	1.9865826	1.6416668	1.5318799	1.4012821	0.9464134	1.3390067	1.328767
Gpr83	9	14860210	14870789	+	null					Not found	0	3.4389184	-2.1358314	-0.39983425	0.49072492	0.8367345	1.0964276	1.1210918	1.303087	1.2906319
Kank2	9	21766784	21798744	-	null					Not found	0	1.0806379	7.05534	6.8929477	6.450386	6.3312573	6.058359	5.974702	6.101756	6.046473
Acp5	9	22126727	22135711	-	null					Not found	0	2.0889492	3.4215453	2.7792218	2.5781877	2.0066595	1.8834338	1.332596	1.5167937	1.4490612
Pknox2	9	36890982	37147407	-	null					Not found	0	1.793975	1.5945616	1.1851283	0.82952684	0.6538705	0.46839634	0.04308938	-0.19941337	0.15570225
Slc37a2	9	37227585	37255738	-	null					Not found	0	1.8848222	1.8476804	1.0558453	0.79557955	0.74819785	0.5114651	0.53612936	-0.037141845	0.23816445
Robo4	9	37401897	37415115	+	null					Not found	0	5.942726	-3.595263	-0.39983425	0.2106171	1.4556445	1.7001265	2.0761044	2.2662504	2.3474631
Esam	9	37528078	37538319	+	null					Not found	0	3.3009324	-1.6883724	-0.67113626	-0.23918585	0.25177205	0.93179685	1.1950924	1.4082692	1.61256
Gm16096	9	40780742	40784181	-	null					Not found	0	1.6340587	0.449131	0.79281086	1.7955796	1.6732359	1.963161	1.8881148	2.022979	2.0831897
Pou2f3	9	43123939	43210369	-	null					Not found	0	1.4971448	2.6808615	2.5741706	2.242466	1.8622696	1.4792846	1.1950924	1.2909124	1.1837167
Thy1	9	44043384	44048579	+	null					Not found	0	1.6736983	-0.040674202	0.025471633	0.6127154	1.0293795	1.0964276	1.4976552	1.4850848	1.6330241
Mcam	9	44134469	44142727	+	null					Not found	0	1.0280266	4.4019165	4.9855967	5.236943	5.289907	5.3832793	5.3756647	5.429943	5.4162297
Bcl9l	9	44482825	44511896	+	null					Not found	0	1.0646968	3.5417283	3.638301	3.1548061	3.0918756	2.8418548	2.573604	3.0229793	2.9427085
Ncam1	9	49502136	49798925	-	null					Not found	0	1.2312133	4.647911	4.185128	3.995719	3.8194563	3.6407478	3.5502968	3.4166977	3.5056448
Rab39	9	53684110	53706232	-	null					Not found	0	1.3364975	1.6526645	1.0100416	0.6127154	0.61434203	0.57374936	0.780055	0.67505574	0.31616703
Ptpn9	9	56994923	57062807	+	null					Not found	0	1.0330766	1.5846461	2.150363	1.9655045	2.5890753	2.5008178	2.437949	2.6177227	2.4776304
Cyp1a1	9	57687928	57703824	+	null					Not found	0	4.3327513	2.0629485	0.96273583	0.31015274	-0.30765533	-0.4060728	-1.2523664	-2.2698026	-0.9931612
Sema7a	9	57940112	57962865	+	null					Not found	0	1.2487471	0.262718	0.4481627	0.7251902	0.9990059	1.5114651	1.3756647	1.4850848	1.483277
Gm17322	9	57998041	58007451	+	null					Not found	0	1.3382694	1.0912374	0.66070735	1.2736269	1.6635855	1.8163196	1.9816889	1.9781249	1.9989767
Hexa	9	59539540	59565109	+	null					Not found	0	1.0442519	4.9390397	4.518007	4.3704886	4.3407497	4.200435	4.160107	4.0339785	3.8947878
Calml4	9	62858080	62875921	+	null					Not found	0	1.0105767	0.6526645	0.9944447	1.3101528	0.98357594	1.2694923	1.6632413	1.5980939	1.6330241
Megf11	9	64385626	64709205	+	null					Not found	0	2.927755	2.762289	1.6803362	1.3690464	1.2126014	0.20536192	0.1950925	-0.16546597	0.0068388213
Lipc	9	70798128	70952226	-	null					Not found	0	1.6664973	1.2376269	1.9138262	2.5580802	2.4556444	2.5429432	2.4531088	2.9041243	2.6681523
Aldh1a2	9	71215789	71296243	+	null					Not found	0	1.5200297	2.098224	1.1573833	0.79557955	1.2126014	0.8669457	0.5919826	0.57819426	0.63302404
Prtg	9	72806874	72917291	+	null					Not found	0	1.1605692	4.6395545	5.3100863	5.4847455	5.507812	5.569298	5.5520577	5.6334767	5.8001237
Rab27a	9	73044854	73097629	+	null					Not found	0	2.2172046	0.81412786	1.9707285	2.5376885	2.7112036	3.0313325	2.8955321	2.6750557	2.9910717
Cd109	9	78615546	78716253	+	null					Not found	0	1.0022022	2.0046496	1.3535258	1.4144894	1.238833	1.2819831	1.0024475	1.2662503	1.224744
Htr1b	9	81628291	81633828	-	null					Not found	0	2.3891084	0.07716223	0.8971475	1.5631335	1.7205416	1.9475642	1.9676819	1.923969	2.4662707
Prss35	9	86743649	86758443	+	null					Not found	0	1.7166309	2.6947558	2.3100867	2.0179718	1.9201505	1.68139	1.6890813	0.97812486	1.1837167
Nt5e	9	88327197	88372092	+	null					Not found	0	5.2095394	-1.0103005	2.413397	3.2202458	3.797564	4.182225	4.1860476	4.156462	4.199239
Dzip1l	9	99629496	99669256	+	null					Not found	0	1.0211297	2.28738	2.078213	1.8462056	1.9362702	1.7368851	1.7476336	1.2662503	1.61256
Ephb1	9	101922128	102354693	-	null					Not found	0	2.3503032	2.855948	1.5369718	0.97311765	0.74819785	0.72778296	0.5919826	0.5167937	0.5056448
Gm20425	9	103190208	103230307	-	null					Not found	0	1.190618	3.2344594	3.3927238	3.6653569	3.9058967	4.205362	4.3448396	4.4250774	4.3780947
Trf	9	103204001	103230444	-	null					Not found	0	3.9539502	-0.38580972	0.9786774	2.1447291	2.6292925	3.0857801	3.2938266	3.5681405	3.4719617
Col6a5	9	105856078	105960643	-	null					Not found	0	4.0086756	-0.46598002	1.4133972	2.29808	2.7112036	3.0964277	3.2248397	3.5426958	3.3002603
Grm2	9	106643095	106656082	-	null					Not found	0	2.617054	2.3472514	1.5689148	1.3339995	0.9522118	0.5325267	0.26548186	-0.2698026	-0.024869943
Tcta	9	108302958	108306160	-	null					Not found	0	1.097751	1.28738	1.2522424	0.42562994	0.51050633	0.44637004	0.6805193	0.18962899	0.4605569
Shisa5	9	109038565	109057777	+	null					Not found	0	1.2957585	2.4545853	2.8151786	2.9882247	3.336201	3.4819937	3.6697447	3.7503438	3.704864
Prss50	9	110857967	110864629	+	null					Not found	0	2.2784777	-0.38580972	0.6408077	0.95785093	1.4996996	1.5737493	1.8039018	1.892085	1.8926679
Fbxl2	9	113963637	114046191	-	null					Not found	0	1.0688763	1.5646083	1.2782376	1.0326186	1.0737736	1.0089647	0.7144666	0.49573207	0.653202
Eomes	9	118478212	118486132	+	null					Not found	0	2.2602906	0.1596244	0.5583456	1.4585446	1.6538705	2.1921866	2.1950924	2.4026227	2.419915
Itga9	9	118606690	118901003	+	null					Not found	0	3.2583458	-0.13583143	1.8545871	2.7296915	2.7205417	2.8033805	2.9955611	3.1225145	3.0831897
Ust	10	8204756	8518825	-	null					Not found	0	1.0988493	1.2120918	1.3412474	0.86269367	0.67323583	0.76385224	0.24239813	0.8677009	0.6927303
Samd5	10	9622936	9675208	-	null					Not found	0	1.4951764	-0.13583143	-0.243715	-0.13730627	0.6538705	0.9475642	0.98864156	0.93183124	1.2514614
Phactr2	10	13207717	13474412	-	null					Not found	0	1.3313441	3.3877304	3.1183412	2.6840327	2.2192042	2.2377834	2.0563862	2.2026849	2.1906362
Myb	10	21124935	21160984	-	null					Not found	0	1.1195259	1.7176198	1.5261651	1.2980798	1.0737736	0.9475642	0.8881147	0.59809387	0.75006354
Enpp3	10	24772406	24842823	-	null					Not found	0	1.9421319	1.1596245	1.8017997	2.1243613	2.8151045	2.846067	2.8881147	3.1017563	3.0682397
Soga3	10	29143839	29199630	+	null					Not found	0	4.1509485	-1.5078002	-0.48472318	0.46935126	1.0443299	1.9475642	2.0891018	2.3271325	2.6431482
Ostm1	10	42583822	42702459	+	null					Not found	0	1.0303497	3.9184644	3.5767913	3.3805418	3.245317	3.1954916	2.8881147	2.9435446	3.0340238
Dcbld1	10	52233619	52321378	+	null					Not found	0	1.5185043	1.6431416	2.4765074	2.7783017	2.9322572	3.0089648	3.161646	3.073605	2.8583164
Gja1	10	56377330	56402513	+	null					Not found	0	2.9758813	2.9896996	4.4265323	5.148096	5.5098333	5.7254987	5.917558	5.9391637	5.965581
P4ha1	10	59323296	59373304	+	null					Not found	0	1.1494422	4.156281	3.4960225	3.4284015	3.314782	3.2912807	3.2248397	3.1664922	3.0068388
Nodal	10	61417972	61425338	+	null					Not found	0	1.0040765	5.145361	4.770091	4.581927	4.589075	4.3576927	4.2380285	4.1412845	4.183717
Col13a1	10	61838236	61979108	-	null					Not found	0	2.1623082	-0.071701124	1.0707955	0.95785093	1.4444171	1.412687	1.8504442	1.9628581	2.0906072
Hk1	10	62268855	62379908	-	null					Not found	0	1.4521894	6.3280644	5.9169326	5.4004416	5.345284	5.0696607	4.8899727	4.875875	4.925184
Sirt1	10	63319005	63381704	-	null					Not found	0	1.0531597	5.3123784	5.613628	5.824275	6.0641785	6.08266	6.2590265	6.2736163	6.365538
Jmjd1c	10	67096125	67256326	+	null					Not found	0	1.4405704	5.6196632	6.2270217	6.490725	6.7321296	6.940441	6.92324	7.014674	7.0602336
Rhobtb1	10	69151434	69291791	+	null					Not found	0	3.0151706	-1.5078002	-0.67113626	0.26124316	0.5941642	1.1519227	1.5073704	1.4850848	1.3536416
Susd2	10	75636706	75644008	-	null					Not found	0	1.315037	3.149571	3.0139143	2.6320808	2.6193428	2.2505507	2.2711954	1.8345339	2.0531328
Zfp280b	10	76032650	76043234	+	null					Not found	0	1.0096898	5.493525	5.7735214	5.9535284	6.21136	6.305498	6.414261	6.411787	6.503215
Dnmt3l	10	78041947	78063622	+	null					Not found	0	1.6715832	2.6431417	3.3927238	3.8971176	4.055442	4.305116	4.314725	4.2474732	4.2938485
Icosl	10	78069302	78083913	+	null					Not found	0	1.1788507	0.88047034	0.94661623	1.6029344	1.5737001	1.8077066	1.7880477	2.059321	2.0146585
Pdxk	10	78436744	78464975	-	null					Not found	0	1.1060529	6.307112	5.9851036	5.7229342	5.447232	5.3450994	5.215239	5.2010593	5.2364936
Shc2	10	79618051	79637918	-	null					Not found	0	1.0760756	2.7970545	2.806273	2.5428133	2.1517763	2.001431	2.2010913	1.7301974	2.2711794
Palm	10	79793572	79820896	+	null					Not found	0	1.3894751	3.9783843	3.8524258	3.4693513	3.305504	2.5889091	2.7186544	2.9856982	2.8583164
Efna2	10	80179482	80190010	+	null					Not found	0	1.0222183	2.0771623	2.3288636	1.6416668	1.5529416	1.3066453	1.645754	1.7301974	1.6829493
Gadd45b	10	80930073	80932204	+	null					Not found	0	1.3532958	3.9361184	3.7353253	3.304129	3.2192042	2.9976494	2.5828226	2.739186	2.7312043
Gng7	10	80948624	81014945	-	null					Not found	0	1.1909206	1.4815525	1.3037728	0.5731871	0.98357594	0.76385224	0.49765524	0.4743584	0.29063186
Tjp3	10	81273207	81291581	-	null					Not found	0	1.2306515	2.0046496	2.0483117	1.4800777	1.1993047	1.1244419	1.1461829	0.8176602	1.1414883
Zfp781	10	81901911	81930480	-	null					Not found	0	1.0297407	0.79705435	0.25224242	0.7251902	0.81945646	1.2819831	0.8580575	0.78330874	0.8926679
Chpt1	10	88452745	88504073	-	null					Not found	0	1.0196407	3.237627	2.7516534	2.5117865	2.5737	2.3781984	2.3596642	2.3271325	2.2179863
Spic	10	88674772	88685015	-	null					Not found	0	4.2042174	3.4948494	2.1290941	1.5631335	0.9522118	0.44637004	-0.09708828	-0.6375344	-0.7093681
Elk3	10	93247414	93311135	-	null					Not found	0	2.3565247	-0.27333498	0.47088274	0.92682403	1.1168425	1.68139	1.7558073	1.9081151	2.0831897
Dusp6	10	99263231	99267489	+	null					Not found	0	5.5737634	-0.34733552	1.6607074	2.9994516	3.93627	4.6001754	4.989508	5.1904483	5.226428
Slc6a15	10	103367783	103419377	+	null					Not found	0	1.2786429	2.084217	2.6001658	2.9150147	3.2092888	3.2119045	3.3461936	3.3181624	3.36286
Gm48377	10	106183021	106183891	+	null					Not found	0	1.3774569	0.18609671	1.3288637	1.2859051	1.421697	1.5635536	1.2654818	1.5375524	1.5385593
Phlda1	10	111506286	111508645	+	null					Not found	0	1.9579498	0.1326574	0.3535258	0.5117865	0.8538081	1.1921866	1.6975927	2.0664806	2.0906072
Hmga2	10	120361275	120476469	-	null					Not found	0	1.2404277	2.726665	3.303773	3.3545468	3.6243262	3.881383	3.9320583	3.9279056	3.9670928
Rassf3	10	121410350	121476347	-	null					Not found	0	1.149004	3.2995548	3.9323623	4.05072	4.107975	4.1738715	4.2683415	4.448559	4.3811226
Slc26a10	10	127171393	127180645	-	null					Not found	0	1.2744602	0.18609671	0.82843477	0.63208073	1.0293795	1.0964276	1.1461829	1.1631567	1.4605569
Myo1a	10	127705170	127720940	+	null					Not found	0	1.3020641	1.5132614	0.8971475	0.7251902	0.9990059	0.6334556	0.5736041	0.49573207	0.21119733
Gm11944	11	3308996	3320722	+	null					Not found	0	1.2397388	1.262718	1.1713225	0.91105676	0.61434203	0.35473958	0.61013	0.022979159	0.09798677
Osm	11	4236420	4241026	+	null					Not found	0	1.1966419	3.353104	2.9983597	2.8503454	2.3392348	2.3606403	2.3105698	2.1564622	2.1697774
Urgcp	11	5713417	5762376	-	null					Not found	0	1.1832013	3.205637	2.806273	2.3457766	2.1858842	2.1382477	2.0363946	2.1564622	2.0224357
Aebp1	11	5861947	5872088	+	null					Not found	0	1.9662513	0.019446846	0.6997014	0.95785093	1.7481978	1.7186229	1.9747024	1.9856981	1.934488
Myo1g	11	6506548	6520965	-	null					Not found	0	1.2871265	-0.10340992	0.5583456	0.42562994	0.9362702	1.0387121	0.9029117	0.8677009	1.1837167
Tns3	11	8431652	8664535	-	null					Not found	0	1.2243514	6.1885533	6.7672257	6.972643	7.2483463	7.339882	7.3445005	7.3388214	7.4129047
Rel	11	23736847	23770970	-	null					Not found	0	1.202835	1.6808615	1.3288637	0.82952684	0.8019691	0.72778296	0.47802648	0.71205	0.9262204
Ebf1	11	44617317	45008091	+	null					Not found	0	1.1617945	0.5132613	0.6803361	1.2736269	1.238833	1.218418	1.4480731	1.6750559	1.3412579
N4bp3	11	51643063	51650842	-	null					Not found	0	1.2183628	4.224916	4.61299	4.843093	5.012373	5.0294814	5.237299	5.4040365	5.443279
D930048N14Rik	11	51650954	51657681	+	null					Not found	0	1.4547296	2.569644	3.3777733	3.371929	3.7436252	3.8098645	3.9139106	4.011895	4.0243735
Jade2	11	51813455	51857653	-	null					Not found	0	1.6863668	2.6947558	3.5583456	3.5930867	3.967979	3.9158554	4.227781	4.2909126	4.3811226
Slc36a1	11	55204350	55236330	+	null					Not found	0	1.0251286	3.5365937	3.3867621	2.9919767	3.0846622	2.511465	2.6719062	2.5272102	2.7406647
4933439C10Rik	11	59505662	59513647	+	null					Not found	0	1.1630735	0.262718	0.94661623	1.0031749	0.9201505	1.205362	1.407143	1.3151598	1.4257915
Kcnj12	11	61022564	61071131	+	null					Not found	0	1.8146293	2.4708261	1.9707285	1.7519903	1.3751545	1.2568922	0.8427907	0.6561968	0.9910715
Aldh3a1	11	61207537	61218421	+	null					Not found	0	1.4759371	1.5846461	1.0707955	0.5117865	0.5941642	0.25689223	0.5170205	0.10870901	0.34125793
Ulk2	11	61775649	61855073	-	null					Not found	0	1.2540387	1.5646083	1.1433079	0.6700486	0.9201505	0.9938578	0.31056964	0.7658213	1.1414883
Trim16	11	62820231	62850808	+	null					Not found	0	1.8861754	0.9896994	1.610434	2.2361522	2.2709658	2.5939274	2.6719062	2.8758748	2.7686791
Hs3st3b1	11	63885792	63922290	-	null					Not found	0	1.8122232	1.449131	2.2055924	2.2170434	2.345284	2.4126868	2.854256	2.9781249	3.2613542
Myh13	11	67321658	67371586	+	null					Not found	0	1.1413274	5.2987967	4.804038	4.6380796	4.3101506	4.2866397	4.2394867	4.1698203	4.1574693
Atp1b2	11	69599736	69605942	-	null					Not found	0	1.1043946	2.8764122	2.5423453	2.304129	2.4044192	1.9553838	1.7720176	2.0155995	2.0607057
Alox12	11	70241457	70255353	-	null					Not found	0	1.6822722	2.3354743	1.8196108	1.4144894	1.1586627	1.0678585	0.6975928	0.8176602	0.653202
Pld2	11	70540064	70558110	+	null					Not found	0	1.2571298	1.2751017	0.8802737	0.017971914	0.61434203	0.12444194	0.04308938	0.3624656	0.037865795
Xaf1	11	72301629	72313733	+	null					Not found	0	1.5018914	4.353104	3.8929474	3.709324	3.6660042	3.36064	3.0530734	2.8512127	2.9670928
Atp2a3	11	72961169	72993044	+	null					Not found	0	1.3416033	2.5442884	2.2652986	1.7695843	1.7753339	1.5838735	1.4681109	1.2026851	1.5385593
Ksr1	11	79013440	79146407	-	null					Not found	0	1.2665567	4.406145	3.905511	3.5065498	3.475084	3.2505507	3.176945	3.1395884	3.2481487
Rab11fip4	11	79591212	79698023	+	null					Not found	0	1.2953429	5.550669	5.20813	4.946294	4.615594	4.444982	4.318869	4.2553263	4.364391
Tbx4	11	85886422	85916097	+	null					Not found	0	1.9379156	1.8056164	1.1433079	0.55300915	0.7663452	0.37819853	0.12109191	-0.13229915	0.5276711
Ypel2	11	86936425	86993707	-	null					Not found	0	1.2904619	2.9005919	2.487691	2.2674482	1.944263	1.7368851	1.61013	1.9781249	1.6731014
Cuedc1	11	88098058	88194140	+	null					Not found	0	1.0326276	3.7512505	3.487691	3.194425	3.0406067	2.718623	2.9320583	2.9357462	2.934488
Tob1	11	94211454	94215495	+	null					Not found	0	1.0597434	5.521731	5.26286	4.9683642	4.8367343	4.5167594	4.4976554	4.528507	4.4619875
Pdk2	11	95026258	95041354	-	null					Not found	0	1.1187565	1.4600194	1.5043057	1.2612432	1.0293795	0.72778296	0.55498844	0.38554925	0.84082896
Calcoco2	11	96099326	96111964	-	null					Not found	0	1.8954306	5.965547	5.046422	4.721805	4.5490155	4.4560475	4.2144976	4.1293683	4.0701165
Ttll6	11	96133786	96165451	+	null					Not found	0	1.8444644	2.4815524	2.0022643	1.4032621	1.466785	0.850267	0.780055	0.63708794	0.84082896
Plxdc1	11	97923238	97986444	-	null					Not found	0	1.3352697	3.5314415	3.2620454	2.8378904	2.5529416	2.4792848	2.3105698	2.1961718	2.3474631
Igfbp4	11	99041244	99054392	+	null					Not found	0	4.499634	-0.8948233	1.6507918	2.210617	2.6780367	2.967034	3.3650174	3.4444427	3.6048102
Krt23	11	99477974	99493137	-	null					Not found	0	8.746243	-5.747266	-0.88526106	1.0897626	1.3869315	2.2053618	2.7102666	2.6797323	2.9989767
Plekhh3	11	101162679	101171351	-	null					Not found	0	2.1140013	1.4921998	0.9786774	-0.17047313	-9.940581E-4	-0.6218015	-0.219945	-0.5917308	-0.19479498
Etv4	11	101769742	101785371	-	null					Not found	0	5.6619797	0.7085177	4.1468396	5.0271435	5.6678157	5.9118423	6.1712265	6.35115	6.370497
Nags	11	102145513	102149477	+	null					Not found	0	2.9982755	1.4815525	0.5794072	0.13118249	-0.27018067	-1.0524358	-1.0113584	-1.4218057	-1.516723
Hdac5	11	102194432	102230166	-	null					Not found	0	1.0383661	4.436783	4.1129346	3.7804728	3.68997	3.3984168	3.475554	3.5881782	3.5786738
Grn	11	102430315	102437048	+	null					Not found	0	1.0707364	6.456286	6.197527	5.941936	5.9043612	5.820607	5.6118197	5.3855495	5.5614276
Fzd2	11	102604396	102608058	+	null					Not found	0	1.121359	3.084217	2.4595673	2.4256299	2.1926098	2.2053618	2.1830196	1.9628581	2.204376
Adam11	11	102761439	102780262	+	null					Not found	0	1.1836706	1.9669794	1.6307541	1.2612432	1.2126014	0.93179685	1.0955569	0.78330874	1.1126336
Fmnl1	11	103171107	103198901	+	null					Not found	0	1.1619046	1.7356539	1.3777733	0.7608141	0.9362702	0.57374936	0.9320581	0.93183124	0.6731014
Wnt3	11	103774150	103817957	+	null					Not found	0	2.8403232	1.3236002	0.8971475	-0.011775422	-0.8006953	-1.2540697	-0.9569106	-1.5042679	-1.516723
Prkca	11	107933387	108343928	-	null					Not found	0	1.2419436	2.6044092	2.2717826	2.1037018	1.9282328	2.0606267	1.6975927	1.3624656	1.6431482
Wipi1	11	109573331	109611967	-	null					Not found	0	1.0646391	2.4271047	2.2782376	1.9031079	2.0218458	1.5220343	1.417485	1.3624656	1.602218
Map2k6	11	110399122	110525522	+	null					Not found	0	1.1119452	3.59703	3.48211	3.2009234	3.010471	2.978591	2.7186544	2.4850848	2.6022182
Cdc42ep4	11	113726850	113751881	-	null					Not found	0	1.4669313	4.059373	4.685202	4.8667865	5.16295	5.327131	5.502521	5.488421	5.5263042
Ttyh2	11	114675431	114720977	+	null					Not found	0	1.1781225	4.3618393	3.942558	3.6151502	3.7041602	3.4324307	3.2853816	3.3537133	3.1837168
Slc9a3r1	11	115163341	115181181	+	null					Not found	0	1.383544	4.5709	5.111128	5.424242	5.6726346	5.8147087	5.9216514	5.924462	5.954444
Trim47	11	116105752	116127210	-	null					Not found	0	2.2433882	1.726665	1.6705552	0.77830154	0.9201505	0.038712062	-0.2523665	-0.23417874	-0.5167231
Rnf157	11	116336353	116413032	-	null					Not found	0	1.2831411	2.1326575	2.2717826	1.2859051	1.2773072	1.218418	0.98864156	1.303087	1.1414883
St6galnac2	11	116675303	116694868	-	null					Not found	0	1.8014517	2.0194468	2.9096746	3.0289707	3.348299	3.6039112	3.661067	3.789812	3.8208985
Afmid	11	117825924	117839908	+	null					Not found	0	1.1489565	1.8965901	1.0407383	1.3339995	1.0591269	1.023915	0.7476335	0.9932318	0.9427086
Dnah17	11	118021723	118130634	-	null					Not found	0	1.5501003	1.9282988	1.5476984	1.1037017	0.8538081	0.37819853	0.55498844	0.6177226	0.5707398
Cbx4	11	119077573	119086221	-	null					Not found	0	1.672029	1.262718	1.3657005	0.77830154	0.48881122	0.008964718	-0.039372798	-0.30632854	0.09798677
Sgsh	11	119343425	119355536	-	null					Not found	0	1.3122435	1.2751017	0.7376693	0.33399945	0.53187996	0.15192267	0.12109191	-0.037141845	0.4140143
Rnf213	11	119393100	119487418	+	null					Not found	0	1.5659933	7.4161386	7.0626388	6.642264	6.4584374	6.2167926	5.90061	5.879436	5.8501453
2900052L18Rik	11	120229802	120231585	-	null					Not found	0	1.0856166	1.9669794	1.8017997	2.003175	1.6143421	1.205362	0.9175585	1.2909124	1.1837167
Dnmt3a	12	3806007	3914443	+	null					Not found	0	1.4423614	5.3123784	5.8475504	6.0884485	6.4671316	6.598304	6.7063184	6.6475697	6.7547398
Gm46332	12	4552546	4569538	-	null					Not found	0	2.1295922	2.1258361	3.335069	3.9011137	3.586524	3.9178576	4.2554283	4.1863465	4.1609964
Sdc1	12	8771323	8793715	+	null					Not found	0	1.1532438	3.2088678	3.8632002	4.18626	4.163806	4.3621116	4.339411	4.2537594	4.1975226
Greb1	12	16670615	16800886	-	null					Not found	0	1.1826808	0.6901391	1.3288637	1.1581496	0.8019691	0.55328524	0.14618285	0.5375523	0.5707398
Sox11	12	27334264	27342574	-	null					Not found	0	1.8745573	1.5945616	2.6206298	2.9150147	3.0028377	3.016459	3.176945	3.4026227	3.4691188
Ahr	12	35497974	35535038	-	null					Not found	0	1.2351794	2.6526644	2.2456698	2.1911647	1.9120226	1.8916078	1.417485	1.5375524	1.4945041
Etv1	12	38779380	38870484	+	null					Not found	0	2.2313101	2.5442884	3.4395494	4.2266293	4.346792	4.705932	4.690148	4.693671	4.7755985
Rab15	12	76797960	76822908	-	null					Not found	0	1.0620873	2.4271047	1.9944446	1.8951151	1.853808	1.4352294	1.3650174	1.4194965	1.4490612
Zfp36l1	12	80107754	80113013	-	null					Not found	0	1.2214284	4.5933256	5.174786	5.2728558	5.5685387	5.566109	5.6794453	5.7251163	5.814754
Vrtn	12	84641019	84651455	+	null					Not found	0	1.938992	0.7266651	1.8017997	2.0614734	2.036874	2.4683962	2.6324978	2.665657	2.5385594
Jdp2	12	85599027	85639878	+	null					Not found	0	1.2589011	1.9516314	1.1988032	1.1714463	0.9038487	0.96316105	1.0161223	0.90012234	0.6927303
Flvcr2	12	85746539	85813585	+	null					Not found	0	1.3306742	3.609308	3.4595675	3.1548061	2.801969	2.5838735	2.4829588	2.2786338	2.6177034
Vash1	12	86678700	86692091	+	null					Not found	0	1.1808369	0.4271047	1.0558453	1.0756874	1.2257768	1.1654693	1.0563861	1.6079416	1.5056448
Ism2	12	87278638	87299705	-	null					Not found	0	1.8465189	3.3146298	2.7837658	2.4088864	2.0218458	1.6907887	1.4681109	1.6274377	1.5167
Ston2	12	91633009	91788387	-	null					Not found	0	1.3024294	3.8310015	4.4075203	4.5906143	4.8151045	5.0651507	4.9834304	4.9705114	5.133431
Flrt2	12	95692226	95785215	+	null					Not found	0	1.0173843	1.4708263	1.7655035	1.4144894	1.1026287	0.7815543	0.76393527	0.7481192	1.0979868
